Year;average_satisfaction_of_red_individuals;average_satisfaction_of_blue_individuals
27765;36.615;34.769
27770;36.615;34.769
27775;36.769;34.615
27780;36.615;34.615
27785;36.615;34.615
27790;36.615;34.615
27795;36.923;34.462
27800;36.923;34.615
27805;36.769;34.769
27810;36.769;34.462
27815;37.077;34.462
27820;37.077;34.615
27825;37.077;34.615
27830;37.077;34.615
27835;36.923;34.308
27840;36.769;34.308
27845;36.769;34.308
27850;36.769;34.308
27855;36.923;34.308
27860;36.769;34.308
27865;36.923;34.462
27870;36.923;34.462
27875;36.923;34.308
27880;37.077;34.462
27885;37.077;34.615
27890;37.231;34.769
27895;37.077;34.615
27900;36.923;34.615
27905;36.923;34.769
27910;37.077;34.308
27915;37.077;34.615
27920;36.923;34.769
27925;36.923;34.769
27930;37.077;34.923
27935;37.077;34.923
27940;37.077;35.077
27945;37.231;35.077
27950;37.385;34.923
27955;37.077;34.923
27960;37.077;34.923
27965;37.077;34.923
27970;36.923;35.077
27975;36.923;35.077
27980;37.077;34.923
27985;37.231;35.077
27990;37.231;35.231
27995;37.385;35.077
28000;37.385;35.077
28005;37.231;35.077
28010;37.385;35.077
28015;37.077;35.231
28020;36.923;35.077
28025;36.923;35.077
28030;36.769;35.077
28035;36.769;35.231
28040;37.077;35.231
28045;36.923;35.231
28050;36.923;35.385
28055;37.077;35.385
28060;37.077;35.692
28065;37.077;35.538
28070;37.077;35.385
28075;36.923;35.231
28080;36.923;35.077
28085;37.077;35.231
28090;37.077;35.231
28095;36.923;35.231
28100;36.769;35.231
28105;36.615;35.077
28110;36.615;34.923
28115;36.462;34.923
28120;36.308;34.615
28125;36.308;34.615
28130;36.462;34.769
28135;36.615;34.769
28140;36.615;34.615
28145;36.615;34.769
28150;36.769;34.769
28155;36.769;34.769
28160;36.615;34.769
28165;36.769;34.769
28170;36.769;34.923
28175;36.923;34.923
28180;36.923;34.923
28185;36.769;34.923
28190;36.769;34.923
28195;36.769;34.923
28200;36.769;35.077
28205;36.615;35.538
28210;36.615;35.692
28215;36.615;35.692
28220;36.462;35.692
28225;36.462;35.846
28230;36.462;35.846
28235;36.308;35.846
28240;36.462;35.846
28245;36.308;35.846
28250;36.462;35.846
28255;36.615;35.846
28260;36.769;35.846
28265;36.769;35.692
28270;36.923;35.692
28275;36.769;35.692
28280;36.923;35.692
28285;36.923;35.846
28290;37.231;35.692
28295;37.231;35.538
28300;37.538;35.385
28305;37.692;35.385
28310;37.385;35.385
28315;37.385;35.231
28320;37.538;35.385
28325;37.538;35.231
28330;37.385;35.231
28335;37.385;35.538
28340;37.231;35.538
28345;36.923;35.692
28350;36.769;35.538
28355;36.923;35.538
28360;36.769;35.538
28365;36.769;35.385
28370;36.769;35.385
28375;36.923;35.538
28380;36.923;35.692
28385;36.615;35.692
28390;36.615;35.538
28395;36.615;35.538
28400;36.769;35.538
28405;36.615;35.385
28410;36.923;35.385
28415;36.923;35.538
28420;36.923;35.538
28425;36.923;35.385
28430;36.923;35.231
28435;36.923;35.231
28440;36.923;35.231
28445;37.077;34.769
28450;37.231;34.615
28455;37.231;34.615
28460;37.231;34.308
28465;37.077;34.154
28470;37.077;34.154
28475;37.077;34.0
28480;37.231;33.846
28485;37.231;33.846
28490;37.231;33.692
28495;37.231;33.846
28500;37.231;33.846
28505;36.923;33.846
28510;36.923;34.0
28515;37.385;34.0
28520;37.231;34.154
28525;37.385;34.0
28530;37.385;34.154
28535;37.385;34.154
28540;37.231;34.154
28545;37.538;34.308
28550;37.538;34.462
28555;37.538;34.462
28560;37.538;34.462
28565;37.538;34.308
28570;37.538;34.308
28575;37.538;34.462
28580;37.385;34.769
28585;37.385;34.923
28590;37.538;35.077
28595;37.692;35.231
28600;37.692;35.231
28605;37.846;35.231
28610;37.846;35.231
28615;37.846;35.231
28620;38.0;35.385
28625;38.0;35.385
28630;38.308;35.385
28635;38.462;35.231
28640;38.308;35.231
28645;38.308;35.538
28650;38.462;35.692
28655;38.308;35.692
28660;38.462;35.692
28665;38.308;35.538
28670;38.154;35.692
28675;38.154;35.692
28680;38.154;35.385
28685;38.154;35.538
28690;38.0;35.385
28695;38.308;35.231
28700;38.308;35.231
28705;38.308;35.385
28710;38.462;35.385
28715;38.308;35.385
28720;38.462;35.538
28725;38.615;35.846
28730;38.769;35.846
28735;38.769;35.846
28740;38.615;35.846
28745;38.923;36.154
28750;38.769;36.0
28755;38.615;36.154
28760;38.769;36.154
28765;38.769;36.308
28770;38.923;36.462
28775;38.923;36.308
28780;38.769;36.308
28785;38.769;36.462
28790;38.769;36.308
28795;38.462;36.308
28800;38.308;36.0
28805;38.154;36.0
28810;38.154;35.692
28815;38.462;35.692
28820;38.769;35.538
28825;38.769;35.692
28830;39.077;35.692
28835;39.077;35.692
28840;39.077;35.692
28845;39.077;35.538
28850;39.077;35.385
28855;39.385;35.538
28860;39.077;35.538
28865;38.923;35.385
28870;38.769;35.385
28875;38.615;35.231
28880;38.462;35.077
28885;38.308;34.923
28890;38.308;34.923
28895;38.154;34.923
28900;38.769;35.077
28905;38.923;34.923
28910;38.769;34.769
28915;38.769;34.769
28920;38.769;34.615
28925;38.923;34.462
28930;38.769;34.308
28935;38.615;34.308
28940;38.615;34.308
28945;38.462;34.154
28950;38.308;34.154
28955;38.462;34.0
28960;38.308;33.692
28965;38.308;33.692
28970;38.308;33.692
28975;38.308;33.692
28980;38.308;33.692
28985;38.154;33.692
28990;38.154;33.692
28995;38.0;33.692
29000;38.0;34.0
29005;38.0;33.846
29010;37.846;34.0
29015;37.692;34.308
29020;37.692;34.462
29025;37.385;34.462
29030;37.538;34.462
29035;37.538;34.615
29040;37.538;34.615
29045;37.538;34.923
29050;37.385;35.077
29055;37.077;35.077
29060;37.077;34.769
29065;37.077;34.769
29070;36.769;34.769
29075;36.923;34.769
29080;36.769;34.923
29085;36.615;35.077
29090;36.615;35.077
29095;36.462;34.923
29100;36.615;35.077
29105;36.615;35.077
29110;36.462;35.231
29115;36.308;35.231
29120;36.308;35.385
29125;36.308;35.846
29130;36.154;35.846
29135;36.154;36.0
29140;35.846;36.0
29145;35.846;36.0
29150;35.846;36.0
29155;36.0;36.0
29160;36.154;36.154
29165;36.154;36.308
29170;36.154;36.154
29175;36.154;35.846
29180;36.0;35.846
29185;36.0;36.154
29190;35.846;36.154
29195;35.692;36.154
29200;35.538;36.154
29205;35.692;36.154
29210;35.846;36.154
29215;35.846;36.154
29220;35.846;36.154
29225;36.154;36.0
29230;36.154;36.154
29235;36.154;36.154
29240;35.846;36.308
29245;35.846;36.308
29250;36.0;36.308
29255;36.0;36.308
29260;36.0;36.154
29265;36.0;36.154
29270;36.0;36.308
29275;36.0;36.308
29280;36.0;36.462
29285;36.0;36.462
29290;36.0;36.308
29295;36.0;36.462
29300;36.308;36.462
29305;36.154;36.462
29310;36.154;36.308
29315;36.0;36.308
29320;36.0;36.0
29325;36.0;36.154
29330;36.0;36.308
29335;36.0;36.462
29340;36.0;36.308
29345;36.0;36.308
29350;36.154;36.308
29355;36.154;36.308
29360;36.154;36.308
29365;36.0;36.308
29370;36.0;36.462
29375;36.0;36.308
29380;35.692;36.308
29385;35.692;36.0
29390;35.538;36.0
29395;35.538;35.846
29400;35.538;36.154
29405;35.385;35.846
29410;35.385;36.154
29415;35.538;36.308
29420;35.385;36.308
29425;35.231;36.308
29430;35.231;36.615
29435;35.538;36.615
29440;35.385;36.462
29445;35.231;36.308
29450;35.231;36.462
29455;35.231;36.154
29460;35.077;36.154
29465;35.077;36.154
29470;34.923;36.0
29475;35.077;36.0
29480;35.231;36.154
29485;35.077;36.308
29490;35.077;36.308
29495;35.077;36.154
29500;35.231;35.846
29505;35.077;35.846
29510;35.077;35.846
29515;35.231;35.692
29520;35.385;35.692
29525;35.385;35.692
29530;35.538;35.538
29535;35.385;35.692
29540;35.538;35.692
29545;35.538;35.385
29550;35.385;35.231
29555;35.385;35.077
29560;35.692;35.077
29565;35.692;35.385
29570;35.538;35.385
29575;35.538;35.692
29580;35.538;35.692
29585;35.385;35.692
29590;35.538;35.538
29595;35.385;35.385
29600;35.538;35.077
29605;35.692;35.077
29610;35.538;35.385
29615;35.538;35.385
29620;35.538;35.538
29625;35.538;35.692
29630;35.385;35.538
29635;35.538;35.538
29640;35.385;35.538
29645;35.692;35.385
29650;35.846;35.538
29655;36.0;35.538
29660;36.0;35.538
29665;35.846;35.538
29670;35.846;35.692
29675;35.846;35.538
29680;35.846;35.538
29685;35.846;35.385
29690;35.846;35.385
29695;35.846;35.538
29700;35.846;35.692
29705;35.846;35.538
29710;36.154;35.538
29715;36.462;35.538
29720;36.462;35.538
29725;36.462;35.692
29730;36.462;35.692
29735;36.769;35.846
29740;36.769;35.846
29745;36.923;35.846
29750;36.923;36.0
29755;37.077;35.846
29760;37.077;36.0
29765;37.231;36.0
29770;37.231;36.154
29775;37.231;36.462
29780;36.923;36.615
29785;36.769;36.615
29790;36.769;36.923
29795;36.769;37.077
29800;36.923;37.077
29805;36.923;37.077
29810;36.462;37.077
29815;36.769;37.077
29820;36.769;37.077
29825;36.769;37.231
29830;36.769;37.385
29835;36.923;37.538
29840;37.077;37.692
29845;37.385;37.538
29850;37.231;37.692
29855;37.385;37.692
29860;37.385;37.538
29865;37.231;38.0
29870;37.077;38.0
29875;37.077;38.154
29880;36.923;38.154
29885;36.769;38.0
29890;36.923;38.0
29895;37.077;38.0
29900;37.077;38.0
29905;37.077;38.0
29910;37.231;38.154
29915;37.231;37.846
29920;37.385;38.0
29925;37.385;38.154
29930;37.385;38.154
29935;37.385;37.846
29940;37.385;37.846
29945;36.769;37.846
29950;36.769;37.692
29955;36.769;37.692
29960;36.769;37.538
29965;36.923;37.692
29970;36.769;37.692
29975;37.077;37.692
29980;36.923;37.692
29985;36.923;37.385
29990;36.923;37.538
29995;36.923;37.385
30000;36.923;37.385
30005;37.077;37.385
30010;37.231;37.231
30015;37.077;37.077
30020;37.077;37.077
30025;37.077;37.385
30030;37.385;37.385
30035;37.538;37.231
30040;37.231;37.231
30045;37.385;37.231
30050;37.538;37.231
30055;37.538;37.385
30060;37.385;37.231
30065;37.231;37.231
30070;37.231;37.077
30075;37.231;36.923
30080;37.231;37.077
30085;37.231;36.923
30090;37.538;36.769
30095;37.692;36.615
30100;37.538;36.769
30105;37.385;36.923
30110;37.385;36.923
30115;37.231;36.615
30120;37.231;36.615
30125;37.385;36.308
30130;37.385;36.308
30135;37.077;36.462
30140;36.923;36.615
30145;37.077;36.462
30150;37.077;36.615
30155;36.923;36.615
30160;36.923;36.615
30165;36.923;36.615
30170;36.923;36.462
30175;36.769;36.462
30180;36.462;36.462
30185;36.462;36.615
30190;36.462;36.769
30195;36.615;36.769
30200;36.462;36.923
30205;36.462;36.923
30210;36.462;37.077
30215;36.769;37.077
30220;36.769;36.923
30225;36.769;37.077
30230;36.769;37.077
30235;36.615;37.077
30240;36.615;36.923
30245;36.615;37.077
30250;36.462;37.231
30255;36.308;37.231
30260;36.308;37.385
30265;36.154;37.231
30270;36.308;37.077
30275;36.308;37.077
30280;36.308;37.231
30285;36.462;37.231
30290;36.615;37.077
30295;36.615;36.769
30300;36.615;37.077
30305;36.462;37.077
30310;36.769;37.077
30315;36.615;37.231
30320;36.615;37.385
30325;36.615;37.538
30330;36.615;37.538
30335;36.615;37.538
30340;36.462;37.538
30345;36.308;37.385
30350;36.0;37.385
30355;35.846;37.231
30360;35.846;36.923
30365;36.0;36.923
30370;35.692;36.923
30375;35.846;37.231
30380;35.846;37.077
30385;35.846;37.077
30390;36.0;37.077
30395;35.846;37.231
30400;35.538;37.231
30405;35.385;37.077
30410;35.538;37.077
30415;35.692;37.231
30420;35.538;37.538
30425;35.538;37.538
30430;35.538;37.538
30435;36.0;37.846
30440;35.846;37.692
30445;36.0;37.538
30450;36.0;37.538
30455;35.846;37.538
30460;36.0;37.385
30465;36.0;37.077
30470;35.846;37.077
30475;35.692;36.769
30480;35.692;36.615
30485;35.692;36.615
30490;35.846;36.615
30495;36.0;36.462
30500;35.846;36.462
30505;36.154;36.462
30510;36.154;36.462
30515;36.154;36.308
30520;36.0;36.308
30525;35.846;36.308
30530;35.692;36.308
30535;35.846;36.462
30540;35.846;36.615
30545;35.846;36.769
30550;35.846;36.769
30555;35.846;36.923
30560;35.846;36.923
30565;35.692;36.923
30570;35.692;36.769
30575;35.846;36.923
30580;35.846;36.769
30585;36.0;36.769
30590;36.0;36.462
30595;36.154;36.308
30600;36.154;36.462
30605;36.308;36.462
30610;36.462;36.154
30615;36.308;36.154
30620;36.308;36.154
30625;36.154;36.154
30630;36.154;36.154
30635;36.462;36.154
30640;36.308;36.0
30645;36.308;36.0
30650;36.154;35.692
30655;35.692;35.692
30660;35.692;35.538
30665;36.0;35.538
30670;36.154;35.385
30675;36.308;35.538
30680;36.154;35.538
30685;36.0;35.538
30690;36.0;35.538
30695;36.154;35.231
30700;36.154;35.231
30705;36.462;35.231
30710;36.308;35.231
30715;36.308;35.077
30720;36.308;35.077
30725;36.308;35.231
30730;36.308;35.077
30735;36.154;34.923
30740;35.846;34.923
30745;35.846;34.923
30750;35.692;34.923
30755;35.846;34.923
30760;35.846;34.923
30765;35.846;34.769
30770;35.692;34.769
30775;35.692;34.769
30780;35.692;34.769
30785;35.692;34.615
30790;35.692;34.769
30795;35.538;34.769
30800;35.385;34.769
30805;35.385;34.923
30810;35.231;34.923
30815;35.231;35.077
30820;35.385;35.077
30825;35.385;35.077
30830;35.385;35.231
30835;35.385;35.231
30840;35.385;35.538
30845;35.077;35.385
30850;34.923;35.385
30855;34.769;35.385
30860;34.923;35.385
30865;34.923;35.077
30870;35.077;34.923
30875;34.923;35.077
30880;34.769;35.077
30885;34.769;34.923
30890;34.615;34.923
30895;34.462;34.923
30900;34.615;35.077
30905;34.615;35.077
30910;34.462;35.231
30915;34.308;35.385
30920;34.154;35.231
30925;34.308;35.231
30930;34.462;35.077
30935;34.462;35.077
30940;34.308;35.077
30945;34.615;35.077
30950;34.615;34.923
30955;34.615;34.769
30960;34.923;34.769
30965;34.923;34.923
30970;34.923;34.769
30975;34.615;34.769
30980;34.615;34.462
30985;34.462;34.462
30990;34.308;34.615
30995;34.308;34.462
31000;34.462;34.462
31005;34.308;34.462
31010;34.462;34.615
31015;34.308;34.615
31020;34.462;34.615
31025;34.462;34.769
31030;34.462;34.923
31035;34.154;34.923
31040;34.154;34.769
31045;34.0;34.769
31050;34.0;34.615
31055;34.0;34.462
31060;34.154;34.462
31065;34.308;34.462
31070;34.308;34.462
31075;34.462;34.308
31080;34.308;34.462
31085;34.462;34.462
31090;34.462;34.769
31095;34.615;34.769
31100;34.769;34.769
31105;34.462;34.769
31110;34.462;34.923
31115;34.462;35.077
31120;34.462;35.077
31125;34.462;34.923
31130;34.615;35.077
31135;34.462;34.923
31140;34.462;35.077
31145;34.462;34.923
31150;34.615;34.769
31155;34.769;34.769
31160;34.769;34.769
31165;34.769;34.769
31170;34.615;34.615
31175;34.615;34.615
31180;34.923;34.462
31185;35.231;34.308
31190;35.231;34.0
31195;35.385;34.154
31200;35.385;34.0
31205;35.538;34.154
31210;35.538;34.154
31215;35.692;34.308
31220;35.692;34.308
31225;35.692;34.308
31230;35.538;34.462
31235;35.538;34.615
31240;35.846;34.615
31245;35.846;34.462
31250;35.846;34.462
31255;35.846;34.308
31260;35.846;34.308
31265;35.846;34.154
31270;35.846;34.154
31275;35.846;34.0
31280;35.846;33.846
31285;35.692;34.0
31290;35.692;34.0
31295;35.692;34.0
31300;36.0;34.0
31305;36.0;33.846
31310;36.0;34.0
31315;36.0;33.846
31320;36.154;34.154
31325;36.462;34.154
31330;36.462;34.308
31335;36.615;34.462
31340;36.769;34.308
31345;36.923;34.154
31350;36.769;34.154
31355;36.615;34.462
31360;36.615;34.615
31365;36.615;34.769
31370;36.462;34.923
31375;36.462;34.923
31380;36.769;34.923
31385;36.615;35.077
31390;36.615;35.538
31395;36.615;35.692
31400;36.462;35.538
31405;36.462;35.538
31410;36.615;35.538
31415;36.615;35.538
31420;36.615;35.538
31425;36.615;35.538
31430;36.615;35.692
31435;36.308;35.692
31440;36.154;35.692
31445;36.154;35.538
31450;36.308;35.385
31455;36.308;35.385
31460;36.154;35.385
31465;36.154;35.538
31470;36.154;35.385
31475;36.0;35.385
31480;36.154;35.692
31485;36.154;35.538
31490;36.154;35.538
31495;36.154;35.538
31500;36.154;35.692
31505;36.0;35.692
31510;36.0;35.538
31515;35.846;35.538
31520;35.846;35.692
31525;35.846;35.538
31530;35.692;35.538
31535;35.538;35.692
31540;35.385;35.385
31545;35.538;35.385
31550;35.538;35.538
31555;35.692;35.692
31560;35.692;35.846
31565;35.692;36.0
31570;35.692;36.308
31575;35.692;36.462
31580;35.692;36.462
31585;35.538;36.462
31590;35.231;36.462
31595;35.077;36.462
31600;35.385;36.462
31605;35.385;36.462
31610;35.231;36.308
31615;35.385;36.462
31620;35.385;36.462
31625;35.231;36.462
31630;34.923;36.308
31635;34.923;36.308
31640;34.923;36.308
31645;34.923;36.308
31650;34.923;36.154
31655;34.923;36.0
31660;34.923;35.692
31665;34.923;35.692
31670;35.231;35.692
31675;35.231;35.538
31680;35.231;35.692
31685;35.231;35.692
31690;35.231;35.538
31695;35.077;35.538
31700;35.077;35.692
31705;35.077;35.846
31710;34.769;35.846
31715;34.462;35.846
31720;34.615;35.846
31725;34.923;36.154
31730;34.923;36.154
31735;35.077;36.154
31740;35.077;36.154
31745;35.231;36.154
31750;35.385;36.154
31755;35.538;36.308
31760;35.538;36.154
31765;35.538;36.154
31770;35.538;36.0
31775;35.538;36.0
31780;35.846;36.154
31785;35.846;36.0
31790;35.846;36.154
31795;36.0;36.154
31800;36.0;36.308
31805;36.0;36.462
31810;36.0;36.769
31815;36.154;36.769
31820;36.0;36.769
31825;36.0;36.769
31830;36.0;36.923
31835;36.154;36.923
31840;36.308;36.769
31845;36.462;37.077
31850;36.154;37.231
31855;36.154;37.077
31860;36.154;37.077
31865;36.0;37.077
31870;36.308;37.077
31875;36.308;37.077
31880;36.0;37.077
31885;36.154;36.923
31890;36.154;36.923
31895;36.154;37.231
31900;36.154;37.231
31905;36.308;37.231
31910;36.462;37.385
31915;36.462;37.385
31920;36.769;37.692
31925;36.769;37.538
31930;36.923;37.538
31935;37.077;37.692
31940;36.923;37.846
31945;36.923;37.538
31950;36.923;37.385
31955;36.923;37.385
31960;36.923;37.385
31965;36.769;37.385
31970;36.923;37.385
31975;36.923;37.231
31980;37.077;37.385
31985;37.077;37.231
31990;37.077;37.385
31995;36.923;37.385
32000;36.923;37.692
32005;37.231;37.692
32010;36.923;37.846
32015;36.769;38.154
32020;36.769;38.308
32025;36.923;38.462
32030;37.077;38.462
32035;37.231;38.462
32040;37.385;38.462
32045;37.231;38.308
32050;37.077;38.154
32055;37.077;38.0
32060;37.231;38.0
32065;37.231;37.692
32070;37.231;37.692
32075;37.077;37.692
32080;37.077;37.538
32085;37.231;37.692
32090;37.231;37.538
32095;37.231;37.538
32100;37.231;37.538
32105;37.385;37.538
32110;37.385;37.538
32115;37.385;37.538
32120;37.231;37.538
32125;37.231;37.538
32130;37.077;37.692
32135;37.077;37.846
32140;37.077;37.846
32145;37.077;38.0
32150;36.923;38.308
32155;37.077;38.308
32160;37.231;38.308
32165;37.231;38.462
32170;37.385;38.308
32175;37.385;38.462
32180;37.385;38.462
32185;37.385;38.308
32190;37.385;38.154
32195;37.538;38.308
32200;37.538;37.846
32205;37.385;37.846
32210;37.385;38.0
32215;37.077;38.0
32220;37.231;37.846
32225;37.231;37.692
32230;37.231;37.846
32235;37.231;37.846
32240;37.077;37.846
32245;36.923;37.846
32250;36.923;37.846
32255;36.923;37.692
32260;36.769;37.846
32265;37.077;37.692
32270;37.077;37.538
32275;37.077;37.385
32280;37.077;37.692
32285;37.385;37.692
32290;37.538;37.846
32295;37.385;37.692
32300;37.385;37.846
32305;37.385;37.846
32310;37.538;38.0
32315;37.538;38.154
32320;37.538;37.846
32325;37.385;37.846
32330;37.077;37.692
32335;37.077;37.846
32340;36.923;37.692
32345;36.923;37.692
32350;36.923;37.385
32355;37.231;37.538
32360;37.231;37.538
32365;37.231;37.692
32370;37.231;37.846
32375;37.385;38.0
32380;37.538;38.0
32385;37.385;37.846
32390;37.385;37.846
32395;37.231;37.538
32400;37.231;37.231
32405;37.231;37.077
32410;37.231;36.923
32415;37.231;36.769
32420;37.077;37.077
32425;37.077;37.231
32430;37.231;37.231
32435;37.231;37.385
32440;37.231;37.385
32445;37.231;37.231
32450;37.385;37.231
32455;37.231;37.231
32460;37.385;37.231
32465;37.385;36.923
32470;37.385;36.923
32475;37.385;37.077
32480;37.385;37.231
32485;37.231;37.385
32490;37.385;37.385
32495;37.231;37.538
32500;37.385;37.385
32505;37.846;37.385
32510;37.846;37.538
32515;37.846;37.538
32520;37.692;37.538
32525;37.692;37.538
32530;37.846;37.538
32535;37.692;37.538
32540;37.692;37.385
32545;37.692;37.385
32550;37.692;37.538
32555;37.692;37.385
32560;37.538;37.077
32565;37.538;37.077
32570;37.231;37.077
32575;37.231;37.077
32580;37.231;36.923
32585;37.231;36.769
32590;37.538;36.769
32595;37.385;36.615
32600;37.231;36.769
32605;37.231;36.615
32610;37.385;36.615
32615;37.077;36.615
32620;37.385;36.154
32625;37.538;36.308
32630;37.692;36.154
32635;37.538;36.154
32640;37.538;36.154
32645;37.538;36.154
32650;37.385;36.0
32655;37.385;36.0
32660;37.538;36.0
32665;37.538;35.538
32670;37.538;35.538
32675;37.538;35.692
32680;37.385;35.692
32685;37.385;35.385
32690;37.385;35.385
32695;37.385;35.385
32700;37.231;35.385
32705;37.231;35.385
32710;37.231;35.385
32715;37.385;35.231
32720;37.692;35.231
32725;37.846;35.077
32730;37.846;34.923
32735;37.692;34.923
32740;37.846;34.769
32745;38.0;34.923
32750;37.846;34.923
32755;37.846;35.077
32760;38.0;34.923
32765;37.846;34.615
32770;37.846;34.462
32775;37.692;34.462
32780;37.692;34.462
32785;37.692;34.615
32790;37.692;34.462
32795;37.538;34.308
32800;37.692;34.308
32805;37.538;34.308
32810;37.538;34.308
32815;37.538;34.308
32820;37.385;34.308
32825;37.538;34.308
32830;37.538;34.308
32835;37.385;34.154
32840;37.538;34.0
